id,title,organization,city,state,status,created_date
885a17f9-e0bb-4922-9cbf-65b662e6a25f,"GOSHEN MEDICAL CENTER - DUPLIN - Kenansville, NC","GOSHEN MEDICAL CENTER, INC",Kenansville,NC,ACTIVE,2026-01-29
7e6d034e-b363-4f38-9c0e-1227e0998cb6,"Community Medical Centers, Mobile Unit 101 - Stockton, CA","COMMUNITY MEDICAL CENTERS, INC.",Stockton,CA,ACTIVE,2026-01-29
3437454c-89c5-44b7-adb1-1abaeab5942c,"394 University Avenue Mobile #2 - Newark, NJ",CITY OF NEWARK NEW JERSEY,Newark,NJ,ACTIVE,2026-01-29
09b5339d-0b9c-4647-979d-bf81f3ca12ec,"Mary Eliza Mahoney Health Center Mobile Medical Unit - Newark, NJ",CITY OF NEWARK NEW JERSEY,Newark,NJ,ACTIVE,2026-01-29
910b971f-16fa-43fe-8159-4d7ba07d9061,"Mary Eliza Mahoney Health Center - Newark, NJ",CITY OF NEWARK NEW JERSEY,Newark,NJ,ACTIVE,2026-01-29
94570c5a-a19e-496a-8868-26b05f529293,"Hustonville Healthy Kids Clinic - Hustonville, KY","CUMBERLAND FAMILY MEDICAL CENTER, INC.",Hustonville,KY,ACTIVE,2026-01-29
f124ba59-30c1-4c3a-8b45-2d3853066580,"HomePlace Clinic - Mobile Medical Unit - Paintsville, KY","MOUNTAIN COMPREHENSIVE CARE CENTER, INC.",Paintsville,KY,ACTIVE,2026-01-29
221697e9-7a20-45ee-aae8-0e04468975db,"HomePlace Clinic - Paintsville - Paintsville, KY","MOUNTAIN COMPREHENSIVE CARE CENTER, INC.",Paintsville,KY,ACTIVE,2026-01-29
02fcd3df-09aa-4a47-8ef5-e07a33b5d918,"All Inclusive Support Services - Springfield, MA",HEALTH & HUMAN SERVICES,Springfield,MA,ACTIVE,2026-01-29
ff94578c-2f17-491a-be65-8df9fb38433a,"SAC Murrieta Suite 430 - Murrieta, CA",SAC HEALTH SYSTEM,Murrieta,CA,ACTIVE,2026-01-29
8ab0340a-ff92-42f2-8419-afd4dbcd0f01,"SEMO Health Network Benton Corporate Office - Benton, MO",SOUTHEAST MISSOURI HEALTH NETWORK,Benton,MO,ACTIVE,2026-01-29
5ed41be9-da2e-4b87-a22b-8cd4494ec548,"Mt. Pleasant High School - Mount Pleasant, MI",ISABELLA CITIZENS FOR HEALTH,Mount Pleasant,MI,ACTIVE,2026-01-29
5c755709-dfae-4e04-9c88-c4ad8106c191,"AtlantiCare Health Services - FQHC Dental Clinic - Atlantic City, NJ","ATLANTICARE HEALTH SERVICES, INC",Atlantic City,NJ,ACTIVE,2026-01-29
20a48511-33a6-42d4-a82e-569c1bd23d8d,"Family Medical Center - Thurgood Marshall School - Detroit, MI","FAMILY MEDICAL CENTER OF MICHIGAN, INC.",Detroit,MI,ACTIVE,2026-01-29
867eae70-71ca-4c68-b242-6c85a6a4c958,"Douglas Family Health - Douglas, GA","SOUTH CENTRAL PRIMARY CARE CENTER, INC.",Douglas,GA,ACTIVE,2026-01-29
092f6e1b-7c43-4a08-bdd3-376fcd6f46be,"Hope Family Health Services-Pediatrics - Salyersville, KY",BIG SANDY HEALTH CARE,Salyersville,KY,ACTIVE,2026-01-29
c2b80c54-b2f9-42e5-82e9-861a070b7a19,"Cathedral Kitchen Satellite Site - Camden, NJ",PROJECT HOPE,Camden,NJ,ACTIVE,2026-01-29
6d070c01-a128-4b9e-a757-8738c1359b4c,"West End Health Center - Denver, CO",THE COLORADO COALITION FOR THE HOMELESS,Denver,CO,ACTIVE,2026-01-29
fef77065-8c57-4f7c-be90-0bfb1fcef02d,"Southeast Community Health Systems - Port Hudson School - Zachary, LA",SOUTHEAST COMMUNITY HEALTH SYSTEMS,Zachary,LA,ACTIVE,2026-01-29
3cd210cc-6b46-4e8a-9db7-95b15cf0060f,"6645 Willow Park - Naples, FL",COLLIER HEALTH SERVICES INC,Naples,FL,ACTIVE,2026-01-29
bb8c6773-51d8-4c80-bf43-2dce9e3195d9,"Tiburcio Vasquez Health Center Chabot College - Hayward, CA","TIBURCIO VASQUEZ HEALTH CENTER, INCORPORATED",Hayward,CA,ACTIVE,2026-01-29
3e50fdcd-a713-4db0-abb3-ed01dd80096f,"Valley Health SCP Charleston 108 - Charleston, WV",VALLEY HEALTH SYSTEMS INC,Charleston,WV,ACTIVE,2026-01-29
eda75849-4bfd-4721-88d4-31360df85ce2,"MS 61 - Dr. Gladstone H. Atwell - Brooklyn, NY","SUNSET PARK HEALTH COUNCIL, INC.",Brooklyn,NY,ACTIVE,2026-01-29
7c1bd284-01ac-4523-817e-811822412de6,"Admin Campus - Ste 105 - Santa Rosa, CA",SANTA ROSA COMMUNITY HEALTH CENTERS,Santa Rosa,CA,ACTIVE,2026-01-29
144b4f2a-a3ee-4638-b1e8-5b792b18a513,"Golden Valley Health Centers - Modesto Paradise Suite E102 - Modesto, CA",GOLDEN VALLEY HEALTH CENTERS,Modesto,CA,ACTIVE,2026-01-29
8c5d8a20-f6ca-4e4d-9b72-3b4d5dce9a0c,"Synergy Treatment Centers - Memphis, TN",MEMPHIS HEALTH CENTER INC,Memphis,TN,ACTIVE,2026-01-29
8c719a85-4b98-40cd-86f9-b898c2cdf0b5,"Clarity Healthcare Mobile BH/PC IL - Quincy, IL",PREFERRED FAMILY HEALTHCARE INC,Quincy,IL,ACTIVE,2026-01-29
9af0d4ca-2e3e-470c-adfc-a7e8d7888538,"Clarity Healthcare - Quincy, IL",PREFERRED FAMILY HEALTHCARE INC,Quincy,IL,ACTIVE,2026-01-29
ff655627-cfde-49db-a1fd-c0191d0634b3,"InterCare Child & Adolescent Health Center Otsego - Otsego, MI",INTERCARE COMMUNITY HEALTH NETWORK,Otsego,MI,ACTIVE,2026-01-29
5cfe1d83-df3e-471e-a12b-6818f546bcce,"Lindsey-Steiner Elementary School Based Dental - Portales, NM","LA CASA DE BUENA SALUD, INC.",Portales,NM,ACTIVE,2026-01-29
14d6ebe0-211c-4ee0-8aa5-5d95dbcf9e07,Community Health Center of Southeast Kansas/Service Valle... (KS),COMMUNITY HEALTH CENTER OF SOUTHEAST KANSAS INC,Parsons,KS,ACTIVE,2026-01-29
5372876f-0d70-4fac-85c4-421606b74100,"YMCA of Greater Seattle Arcadia Shelter and Drop-In Center - Auburn, WA",KING COUNTY,Auburn,WA,ACTIVE,2026-01-29
c8a893ea-2252-4c8d-ac62-edd866fd0d57,"Lost River Elementary Healthy Kids Clinic - Bowling Green, KY","CUMBERLAND FAMILY MEDICAL CENTER, INC.",Bowling Green,KY,ACTIVE,2026-01-29
2b297b72-30d6-44be-ace2-bdb2a77721af,"Buckeye Health Center - Cleveland, OH","METROHEALTH SYSTEM, THE",Cleveland,OH,ACTIVE,2026-01-29
8da14718-07cf-4fbd-b4ee-08e8efa8d142,"New Horizon Health Center - Laguna Vista, TX",Brownsville Community Health Clinic Corporation,Laguna Vista,TX,ACTIVE,2026-01-29
a793c03d-c3dc-4e38-87f4-6dd2fcf2c518,"Kintegra at Love Memorial Elementary - Lincolnton, NC","GASTON FAMILY HEALTH SERVICES, INC.",Lincolnton,NC,ACTIVE,2026-01-29
2edb85a5-90ec-432e-9ac6-c73ecde96646,"TCC Gowanda Dental - Gowanda, NY","THE CHAUTAUQUA CENTER, INC.",Gowanda,NY,ACTIVE,2026-01-29
6f69684e-6f51-49d9-b1cd-b94e08add869,"Alameda Health System Highland Care Pavilion Specialty Care - Oakland, CA","ALAMEDA, COUNTY OF",Oakland,CA,ACTIVE,2026-01-29
9da89861-8524-4c01-8d69-b144f5927b34,"Connery Elementary School - School Based Health Center - Lynn, MA","LYNN COMMUNITY HEALTH, INC",Lynn,MA,ACTIVE,2026-01-29
dde13a0c-fac4-4d5e-ac16-216f23fcce1b,"Sonoma Valley Community Health Center - Sonoma, CA",SONOMA VALLEY COMMUNITY HEALTH CENTER,Sonoma,CA,ACTIVE,2026-01-29
b3891b16-711a-4c22-a96a-7115d8e9403e,"Harmony Health Medical Clinic and Family Resource Center - Marysville, CA",HARMONY HEALTH MEDICAL CLINIC AND FAMILY RESOURCE CENTER,Marysville,CA,ACTIVE,2026-01-29
1fad694e-1141-449f-b242-209565da9aab,"Open Door Gynecology Services - Arcata, CA",OPEN DOOR COMMUNITY HEALTH CENTERS,Arcata,CA,ACTIVE,2026-01-29
5fde3f93-66a7-45fd-bb94-61d7e3d17519,"Grinnell Elementary School - Grinnell, KS",SHERIDAN COUNTY HOSPITAL,Grinnell,KS,ACTIVE,2026-01-29
a5b077f2-e730-4adb-a34e-52ebf81105d0,"Clover Fork Clinic Mobile Unit #2 - Evarts, KY",CLOVER FORK OUTPATIENT MEDICAL PROJECT INC,Evarts,KY,ACTIVE,2026-01-29
54cdc37f-5fba-4452-b779-b1090d228f7f,"Youth Health Center - San Jose, CA",COUNTY OF SANTA CLARA,San Jose,CA,ACTIVE,2026-01-29
56209dda-639d-45f6-b839-a203e365efb0,"OSU Total Health Care Center Outpatient Care East - Columbus, OH","OHIO STATE UNIVERSITY, THE",Columbus,OH,ACTIVE,2026-01-29
e4d8968b-0937-44e8-82e1-ab3cad81b651,"Grand Peaks Dental - Idaho Falls - Idaho Falls, ID","UPPER VALLEY COMMUNITY HEALTH, SERVICES INC",Idaho Falls,ID,ACTIVE,2026-01-29
507c5832-0a69-422e-9ad6-ae5c31f7e462,"One Cross Health - Campbellsville, KY",ONE CROSS COMMUNITY INC,Campbellsville,KY,ACTIVE,2026-01-29
d8e6c868-6093-4d41-a7e2-4bfb9a29eace,"HCH Mobile Dental Van - San Mateo, CA",San Mateo County Health,San Mateo,CA,ACTIVE,2026-01-29
1b511099-5d62-44a2-8d61-9931992e5976,"Audubon Area Community Care Clinic - Owensboro High School - Owensboro, KY","AUDUBON AREA COMMUNITY CARE CLINIC, INC",Owensboro,KY,ACTIVE,2026-01-29
c5135ec4-9f36-4d98-9bdf-9a520ae18fe7,"Warren Central High Healthy Kids Clinic - Bowling Green, KY","CUMBERLAND FAMILY MEDICAL CENTER, INC.",Bowling Green,KY,ACTIVE,2026-01-29
d96489ea-373c-4c43-b074-f887a43d8063,"Las Clinicas Dl Norte, Inc Pojoaque Valley School Based H... (NM)","LAS CLINICAS DEL NORTE, INCORPORATED",Santa Fe,NM,ACTIVE,2026-01-29
2234ba1a-94c5-4957-9354-2d51e1781037,"Aviva Health - Reproductive & Women's Health Clinic - Roseburg, OR","UMPQUA COMMUNITY HEALTH CENTER, INC.",Roseburg,OR,ACTIVE,2026-01-29
c1ba1d00-5972-4904-9ea9-c79bacb864de,"Med Centro Guayanilla Mobile Unit #5 - Ponce, PR","MED CENTRO, INC.",Ponce,PR,ACTIVE,2026-01-29
f2c25243-3dac-467e-8f11-30f2a4a2e875,"Med Centro Mobile Unit #6 - Ponce, PR","MED CENTRO, INC.",Ponce,PR,ACTIVE,2026-01-29
09cfafd7-faae-4f18-ad61-dc91ce093e33,"Perry County - Newport, PA",HAMILTON HEALTH CENTER INC,Newport,PA,ACTIVE,2026-01-29
3f6bd23b-d3d6-4a83-877b-4c51ea594a11,"Franklin Elementary School - Parkersburg, WV",RITCHIE COUNTY PRIMARY CARE ASSOCIATION,Parkersburg,WV,ACTIVE,2026-01-29
3921c983-3de9-4939-85fc-23115fe72c4d,"Plano Elementary Healthy Kids Clinic - Bowling Green, KY","CUMBERLAND FAMILY MEDICAL CENTER, INC.",Bowling Green,KY,ACTIVE,2026-01-29
98cbb490-7c74-4328-bcbf-6f8eaf1d1bd7,"AltaMed Medical Group - Huntington Park Seville - Huntington Park, CA",ALTAMED HEALTH SERVICES CORPORATION,Huntington Park,CA,ACTIVE,2026-01-29
954006a1-a57d-4202-a0ab-4576a01f3a39,"SF GENERAL HOSP WOMEN'S HLTH CTR - San Francisco, CA",SAN FRANCISCO COMMUNITY CLINIC CONSORTIUM,San Francisco,CA,ACTIVE,2026-01-29
2f3a0fde-49e4-431e-94a9-62f78f9838d4,"HealthLinc Mobile Medical/Dental Unit - Valparaiso, IN",HEALTHLINC INC,Valparaiso,IN,ACTIVE,2026-01-29
97ed4bdc-d07c-4e27-8618-8c95b774798a,"East End Physicians - Newport News, VA","PENINSULA INSTITUTE FOR COMMUNITY HEALTH, INC",Newport News,VA,ACTIVE,2026-01-29
818fc895-3645-4dcd-9506-27d5a337a023,"NORTH COUNTRY - HOLBROOK CLINIC - Holbrook, AZ","NORTH COUNTRY HEALTHCARE, INC.",Holbrook,AZ,ACTIVE,2026-01-29
74f2341b-293d-49cf-9485-8928bf865e2b,"Hill and Plain Elementary School - New Milford, CT","CONNECTICUT INSTITUTE FOR COMMUNITIES, INC",New Milford,CT,ACTIVE,2026-01-29
fdf977a7-e136-4072-a715-1c5029d1cfd9,"Sun River Health Westchester Square Health Center - Bronx, NY","SUN RIVER HEALTH, INC.",Bronx,NY,ACTIVE,2026-01-29
abc95ab4-4c7f-4e9b-a4b0-79d4657eada4,"CONNECTING POINT - San Francisco, CA",SAN FRANCISCO COMMUNITY CLINIC CONSORTIUM,San Francisco,CA,ACTIVE,2026-01-29
7e837c48-460c-454c-8a76-ac05878e3c68,"Fairmount Primary Care Center at Sharon Hill-Delaware County - Sharon Hill, PA","DELAWARE VALLEY COMMUNITY HEALTH, INC.",Sharon Hill,PA,ACTIVE,2026-01-29
f040cf05-41a7-42b7-b28e-9b4ed42506e7,"H. Sally Smith Building (Dental Clinic) - Dillingham, AK",BRISTOL BAY AREA HEALTH CORPORATION,Dillingham,AK,ACTIVE,2026-01-29
b6d7bc3c-be42-4ab3-b36b-501529185974,"Jake's Place - Dillingham, AK",BRISTOL BAY AREA HEALTH CORPORATION,Dillingham,AK,ACTIVE,2026-01-29
d4cd431e-70fa-4556-891a-5baf97e04c48,"Behavioral Health Counseling Center - Dillingham, AK",BRISTOL BAY AREA HEALTH CORPORATION,Dillingham,AK,ACTIVE,2026-01-29
cbd92a47-cda8-43cf-8ddd-ed1d7f07e4e0,"Blue Ridge Health-Brevard Middle School - Brevard, NC","BLUE RIDGE COMMUNITY HEALTH SERVICES, INC.",Brevard,NC,ACTIVE,2026-01-29
21d848fe-9571-4afd-bc6d-9d6f506b4495,"Russian River Health Center #1 - Guerneville, CA","WEST COUNTY HEALTH CENTERS, INC",Guerneville,CA,ACTIVE,2026-01-29
9745beef-3e66-445d-a468-0072d43a61cb,"INTERCARE BENTON HARBOR - Benton Harbor, MI",INTERCARE COMMUNITY HEALTH NETWORK,Benton Harbor,MI,ACTIVE,2026-01-29
4dd12cad-7ad1-490f-9c85-d0c6725fbcda,"CHCR 439 - Staten Island, NY",COMMUNITY HEALTH CENTER OF RICHMOND INC,Staten Island,NY,ACTIVE,2026-01-29
ea416cfe-0c73-46ae-aefc-a3fefc80c18e,"GOSHEN MEDICAL CENTER - ALBEMARLE - Albemarle, NC","GOSHEN MEDICAL CENTER, INC",Albemarle,NC,ACTIVE,2026-01-29
d710a122-1cbd-47aa-8ccb-e0d3fe44b1ca,"LISH at 51 Terryville Port Jefferson Station - Port Jefferson Station, NY","SUN RIVER HEALTH, INC.",Port Jefferson Station,NY,ACTIVE,2026-01-29
076535de-8a72-4951-8f5c-e328e8eb55a6,"Covenant House Health and Dental Services - Philadelphia, PA",COVENANT HOUSE INC,Philadelphia,PA,ACTIVE,2026-01-29
8f6ba478-d4cb-45d7-b1fc-c9d514b4af3b,"South Central Primary Care - Douglas, GA","SOUTH CENTRAL PRIMARY CARE CENTER, INC.",Douglas,GA,ACTIVE,2026-01-29
de79c110-328d-4030-9adb-0830ea07d790,"Keystone Life Skills Center Chambers Hill Drive - Chambersburg, PA",KEYSTONE RURAL HEALTH CENTER,Chambersburg,PA,ACTIVE,2026-01-29
afc051e7-91ab-4a27-9c32-e63624cce9d1,"Family Health Matters Wellness Center - Anaheim, CA",NORTH ORANGE COUNTY REGIONAL HEALTH FOUNDATION,Anaheim,CA,ACTIVE,2026-01-29
51777676-7acf-460f-a4ca-810b0996c4d8,"School District of Ashland - Ashland High School - Ashland, WI","LAKES COMMUNITY HEALTH CENTER, INC THE",Ashland,WI,ACTIVE,2026-01-29
0a9facc6-df51-416e-acb9-e2b58429140b,"Wayne Primary Care - Erie, PA",PRIMARY HEALTH NETWORK,Erie,PA,ACTIVE,2026-01-29
a2d2f24e-0bae-4242-b9ba-13cf380c123e,"AccessHealth Beckley Pediatrics - Beckley, WV",COMMUNITY HEALTH SYSTEMS INC,Beckley,WV,ACTIVE,2026-01-29
8c2c547c-f9b0-4270-b498-ea491c1d1bbd,"St. Elizabeth's Child Development Center - Portland, ME",PORTLAND COMMUNITY HEALTH CENTER,Portland,ME,ACTIVE,2026-01-29
4d4aed66-2bc7-44fc-a831-dbaa1ff1e310,"FMC SBHC Brooke Intermediate North - Follansbee, WV",CHANGE INC,Follansbee,WV,ACTIVE,2026-01-29
8b8964b1-643b-4253-a041-761254d7a3a9,"Community Health Care Systems Inc-WILKINSON - Gordon, GA","COMMUNITY HEALTH CARE SYSTEMS, INC.",Gordon,GA,ACTIVE,2026-01-29
77ef3c42-7aa6-4df6-8e27-bb7f7563692e,Family Health and Birth Center - Bladensburg Road reloca... (DC),COMMUNITY OF HOPE INC.,Washington,DC,ACTIVE,2026-01-29
e1a67c5a-227c-431d-920d-05a06850f8a8,"CHS Washburn Clinic - Washburn, TN",CHEROKEE HEALTH SYSTEMS,Washburn,TN,ACTIVE,2026-01-29
772301b5-07b3-4c6a-82ac-9098617a4de2,"Stony Creek Community Health Center DBA Stony Creek Pharmacy - Stony Creek, VA",STONY CREEK COMMUNITY HEALTH CENTER INC,Stony Creek,VA,ACTIVE,2026-01-29
a784d190-5c9f-4511-9a1e-1f4ba9ce625b,"Indian Health Center of Santa Clara Valley - Finance Office - San Jose, CA",Indian Health Center of Santa Clara Valley,San Jose,CA,ACTIVE,2026-01-29
36ba0a47-d65d-4cae-9c59-a72a20d5d632,"Mobile Unit 1 - Kinston, NC","KINSTON COMMUNITY HEALTH CENTER, INC",Kinston,NC,ACTIVE,2026-01-29
3c8843fc-aa37-4b15-a143-9169d405ff36,"COMC Waynesville School Site - Waynesville, MO",RICHLAND MEDICAL CENTER INC.,Waynesville,MO,ACTIVE,2026-01-29
5cb1bff2-f9ff-4153-980a-8444ec3e4c98,"Green Acres Elementary School - Santa Cruz, CA",SANTA CRUZ COMMUNITY HEALTH CENTERS,Santa Cruz,CA,ACTIVE,2026-01-29
efaef4c1-6d11-41a7-8fbb-54df84e4cdbf,"Mt. Enterprise Community Health Clinic - Mount Enterprise, TX",MT. ENTERPRISE COMMUNITY HEALTH CLINIC,Mount Enterprise,TX,ACTIVE,2026-01-29
27760cef-6c75-40db-a91f-68a57cc2a698,"Canyon Vista - Redwood City, CA",San Mateo County Health,Redwood City,CA,ACTIVE,2026-01-29
edbae5cd-5f08-422a-8656-3a4d9322ca18,"Mobile Dental Van - Santa Barbara, CA",SANTA BARBARA NEIGHBORHOOD CLINICS,Santa Barbara,CA,ACTIVE,2026-01-29
a9a47074-2ab3-421c-8b98-05c5793d59b9,"Mom and Baby Mobile Health Center - Phoenix, AZ",WESLEY COMMUNITY CENTER INC,Phoenix,AZ,ACTIVE,2026-01-29
afddf847-25f5-4372-a988-b5053f5ea10e,"New River Health SBHC - Independence Middle School - Sophia, WV",NEW RIVER HEALTH ASSOCIATION INC,Sophia,WV,ACTIVE,2026-01-29
437bf15a-1477-47a2-a875-02fbb1303612,"Greater Valley Health Center - Evergreen - Kalispell, MT","FLATHEAD COMMUNITY HEALTH CENTER, INC.",Kalispell,MT,ACTIVE,2026-01-29
34d8e78d-597d-460f-8e40-4b255df7c985,"Plainview High School Based Clinic - Glenmora, LA",WINN COMMUNITY HEALTH CENTER INC,Glenmora,LA,ACTIVE,2026-01-29
4b0a83c3-7247-452f-86cd-6b4e4e2ab27e,"La Mesa Family Health Center - La Mesa, CA",FAMILY HEALTH CENTERS OF SAN DIEGO INC,La Mesa,CA,ACTIVE,2026-01-29
948020f9-5d25-4684-ae98-80939923c921,"Mariposa Community Health Center - Nogales, AZ","MARIPOSA COMMUNITY HEALTH CENTER, INC.",Nogales,AZ,ACTIVE,2026-01-29
881946ed-b23f-4e17-8f7e-7184bed12fa9,"One Health - Sweet - Chinook, MT",BIGHORN VALLEY HEALTH CENTER INC,Chinook,MT,ACTIVE,2026-01-29
e4ed43ef-a560-4266-b8b3-984b8d285639,"BRPCC Mobile Unit - Baton Rouge, LA",BATON ROUGE PRIMARY CARE COLLABORATIVE INC,Baton Rouge,LA,ACTIVE,2026-01-29
4afe7285-2a47-4110-88f1-d266313f6f65,"Baton Rouge Primary Care Collaborative, Inc. - Jewel Newman - Baton Rouge, LA",BATON ROUGE PRIMARY CARE COLLABORATIVE INC,Baton Rouge,LA,ACTIVE,2026-01-29
8a0287c9-976c-4655-86c6-c6b2a429b591,"David Raines CHC Mobile Med Unit #2 - Shreveport, LA",DAVID RAINES COMMUNITY HEALTH CENTER INC,Shreveport,LA,ACTIVE,2026-01-29
e0bcbfa3-459d-4e55-b8c7-9da735b7c112,"David Raines Community Health Center-Mobile Medical Unit#1 - Shreveport, LA",DAVID RAINES COMMUNITY HEALTH CENTER INC,Shreveport,LA,ACTIVE,2026-01-29
a5425c51-3e93-4736-acb0-190cd651bde9,"Venice Family Clinic - Colen Annex - Culver City, CA",VENICE FAMILY CLINIC,Culver City,CA,ACTIVE,2026-01-29
98240dff-3b0b-4929-89ec-7e259a283d5e,"Hollister R-V - Hollister Early Childhood Center - Hollister, MO",ADVOCATES FOR A HEALTHY COMMUNITY INC,Hollister,MO,ACTIVE,2026-01-29
12753349-0d8b-4411-a31c-79701c395628,"SJCH Mobile #04 - Los Angeles, CA",ST. JOHN'S COMMUNITY HEALTH,Los Angeles,CA,ACTIVE,2026-01-29
f600cc6e-d355-4079-a2e0-0ca132e7039a,"Nevada Health Centers Mobile Medical Services 1 - Carson City, NV","NEVADA HEALTH CENTERS, INC.",Carson City,NV,ACTIVE,2026-01-29
c500a65f-5046-404b-b595-bc1022bceb66,"Ash Fork - Ash Fork, AZ",YAVAPAI COUNTY GOVERNMENT PRESCOTT,Ash Fork,AZ,ACTIVE,2026-01-29
b8192adb-4a24-42a1-b3e8-cecc1b7ef104,"San Ysidro Health Euclid - San Diego, CA","CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC.",San Diego,CA,ACTIVE,2026-01-29
7a92a70f-c9cb-48e6-80f8-a44c11881638,"PMS - Chaparral Family Health Center - Chaparral, NM",PRESBYTERIAN MEDICAL SERVICES,Chaparral,NM,ACTIVE,2026-01-29
3f5a5be9-573f-477e-b85c-2b9d48ef9c6f,"COMC Iberia School Site - Iberia, MO",RICHLAND MEDICAL CENTER INC.,Iberia,MO,ACTIVE,2026-01-29
b78a2379-ce67-44da-91ea-95577632fc78,"OHSU Health Family Medicine, East Portland - Portland, OR",OREGON HEALTH & SCIENCE UNIVERSITY,Portland,OR,ACTIVE,2026-01-29
a8b14932-97e1-4703-b88b-22465c9bb5a6,Community Health Center of Southeast Kansas/Central Eleme... (KS),COMMUNITY HEALTH CENTER OF SOUTHEAST KANSAS INC,Columbus,KS,ACTIVE,2026-01-29
310a9c1d-b4a6-4dfb-b97d-5f50dd3f37c4,"Jonesville Medical Clinic - Jonesville, LA",Catahoula Parish Hospital District #2,Jonesville,LA,ACTIVE,2026-01-29
d09a1230-2e0d-403b-9bc3-fe86769a2152,"Kintegra at Cooleemee Elementary - Cooleemee, NC","GASTON FAMILY HEALTH SERVICES, INC.",Cooleemee,NC,ACTIVE,2026-01-29
91eac6a5-19f8-40de-904e-b8df11d370f5,"Saint James Health, Inc. - Newark, NJ",SAINT JAMES HEALTH INC,Newark,NJ,ACTIVE,2026-01-29
186bc34e-044f-411b-8825-a2ab62e3f507,"Walsenburg OB Clinic - Walsenburg, CO",PUEBLO COMMUNITY HEALTH CENTER,Walsenburg,CO,ACTIVE,2026-01-29
ebb49be3-3d24-4746-9d69-dc8295578e8c,"Healthy Connections- Bryant - Benton, AR","HEALTHY CONNECTIONS, INC.",Benton,AR,ACTIVE,2026-01-29
ec0fa65c-cd02-4831-a5a0-4b942784b7c9,"HopeHealth Williamsburg - Kingstree, SC",HOPEHEALTH INC,Kingstree,SC,ACTIVE,2026-01-29
f5305499-0f95-4779-ae9d-01d78b27849c,"Lincoln County High Healthy Kids Clinic - Stanford, KY","CUMBERLAND FAMILY MEDICAL CENTER, INC.",Stanford,KY,ACTIVE,2026-01-29
495d6b41-be2d-4f8e-b434-45f4a5db436f,"Heartland Health Center - Ravenna Clinic - Ravenna, NE",HEARTLAND HEALTH CENTER INC,Ravenna,NE,ACTIVE,2026-01-29
6f20b3a0-4606-441a-8a72-6bb70df91739,"AltaMed Medical Group: Medical and Dental, Mobile Unit - Los Angeles, CA",ALTAMED HEALTH SERVICES CORPORATION,Los Angeles,CA,ACTIVE,2026-01-29
56ebcc9f-aa6d-4e4e-b321-8aef8bdeced1,"Kent Public Health Center - Kent, WA",KING COUNTY,Kent,WA,ACTIVE,2026-01-29
6b0ec664-5167-4e5d-a4ee-e976495b5cd0,"Transitional Wellness Center / Cambridge Health Alliance - Cambridge, MA",BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM,Cambridge,MA,ACTIVE,2026-01-29
f2e6fdd2-fdd3-4402-9540-07b21e89538a,"PINE STREET INN-MEN'S CLINIC - Boston, MA",BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM,Boston,MA,ACTIVE,2026-01-29
23108ed0-0fca-4fe6-9a37-02f15ee3fe58,"Brazoria County Dream Center Integrated Health Clinic - Clute, TX","STEPHEN F. AUSTIN COMMUNITY HEALTH CENTER, INC.",Clute,TX,ACTIVE,2026-01-29
ce9f704a-d45f-417f-9534-1b2944dda064,"OHI - Solano Widenmann Leadership Academy - Vallejo, CA","LA CLINICA DE LA RAZA, INC.",Vallejo,CA,ACTIVE,2026-01-29
b63ec71e-ba11-4300-a082-7a38d28678e9,"Myrtle Avenue Family Health Center - Richmond Hill, NY",DAMIAN FAMILY CARE CENTERS INC,Richmond Hill,NY,ACTIVE,2026-01-29
4cb32b11-6e5c-4a51-a7c4-26dd4f9c5996,"Rutgers RWJ Eric B. Chandler Health Center - New Brunswick, NJ",RUTGERS THE STATE UNIVERSITY OF NEW JERSEY,New Brunswick,NJ,ACTIVE,2026-01-29
5d8b00d5-b394-49e9-9a1f-1b533972143f,"Valencia Behavioral Health Center - Valencia, CA","SAMUEL DIXON FAMILY HEALTH CENTER, INC.",Valencia,CA,ACTIVE,2026-01-29
a14b2d75-499e-4a51-8738-ebf47d3f4a1f,"Indian Health Board of Minneapolis Counseling and Support - Minneapolis, MN","INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.",Minneapolis,MN,ACTIVE,2026-01-29
d571c753-7d10-4273-b2e0-482996f62eb9,"South Central Medical Center- Lindsay Campus - Lindsay, OK","SOUTH CENTRAL MEDICAL AND RESOURCE CENTER, INC.",Lindsay,OK,ACTIVE,2026-01-29
fdbee154-374b-44aa-88d4-c0a1d07c955d,"Camden Family Health - Panther Creek - Nettie, WV","CAMDEN-ON-GAULEY MEDICAL CENTER, INC.",Nettie,WV,ACTIVE,2026-01-29
f1bdc896-231f-4179-9883-28b3e6297a1f,"Glasgow Pediatric Healthcare - Glasgow, KY","CUMBERLAND FAMILY MEDICAL CENTER, INC.",Glasgow,KY,ACTIVE,2026-01-29
2578a6a0-c5bc-41a3-a667-4d8ce00a0d82,"P.S. 31 - Staten Island, NY","SUNSET PARK HEALTH COUNCIL, INC.",Staten Island,NY,ACTIVE,2026-01-29
